Frequency (Hz),S11_mag,S12_mag,S21_mag,S22_mag
5940909090.909091,-9.000401824925635,4.115059151771493,21.135518491941102,8.230977719213165
6152727272.727273,-4.500335700927454,-8.093699281941081,-15.221383734086288,-17.750736329619638
6364545454.545455,7.4804001917688705,18.4262812367246,7.477764511504706,-2.931355854472776
6505757575.757576,12.351827733121166,23.49384823738811,-9.01289849415493,-5.804164921763542
6717575757.575758,13.901460742997283,21.909287449113965,21.280919247490274,2.33571650544652
6929393939.39394,16.44286639234941,15.431608942075206,30.780304526331822,12.95462994342696
80606060.60606061,12.328271920579896,10.907637767188895,27.577604710054455,4.127039288638287
221818181.8181818,20.020024014167227,7.158099439747753,36.06846110898053,10.697075234025712
433636363.6363636,-29.04803404529904,-18.997180599759076,39.607524488869515,-0.9672506297109642
574848484.8484849,-8.526301577160014,7.256287753447134,26.880641690667666,-7.954476350322889
786666666.6666667,3.3659228310005767,21.38631563237829,25.16843636414223,-9.041072418398597
998484848.4848485,-1.1022165022134238,31.84509396483432,42.25316862996127,18.525727422957665
1139696969.6969697,3.03868108747033,15.014963779749966,29.42851874288405,-0.6629971993688734
1351515151.5151515,-9.55807014864799,15.647153972555577,45.43452179729763,3.5328256925500985
1563333333.3333335,-2.5586094779878303,7.870008663250801,16.18274623358947,4.673835626113586
1775151515.1515152,14.35400614107885,12.265484461302572,25.600916199436003,3.551270937652433
1986969696.969697,1.5073297992010941,22.726364940299028,27.751097963075736,13.823166196722989
2128181818.1818182,-0.42323388599682077,12.75018565787936,16.139347770750256,3.411710099580902
2340000000.0,22.832309193407646,24.185944901072492,35.102400734253564,7.511400543691302
2551818181.818182,5.816377469140688,11.44063186648668,10.624787797936177,8.409460079959123
2763636363.636364,11.781892855186655,27.484458756154446,41.458211017697025,11.650049781143759
2904848484.848485,5.268276678017177,20.719138450147994,28.758030148018122,8.972224239188094
3116666666.666667,10.593972180165213,13.222712583346327,17.56413922398657,20.864805189359927
3328484848.4848485,25.389696977335213,16.178280878377443,19.62860167750373,16.23845236319857
3469696969.69697,19.230664796382882,14.293583979143856,13.551557789984265,19.11199635426979
3610909090.909091,14.447261539746371,26.00878675436793,14.879988800327057,12.74372303109024
3822727272.727273,18.290279016112464,33.3112273649637,4.590124997364647,-18.25080108224693
3963939393.939394,10.612557819144374,18.899942381394645,12.37958718222415,12.089794917998592
4175757575.757576,32.903512766277046,16.580301238773995,0.23188445935107294,7.00568374809148
4387575757.575758,26.137419060802998,1.351719660580069,19.247583547992374,16.504420937319257
4528787878.787879,6.948190740270089,12.256181824297771,7.98551966409268,15.426912415171676
4740606060.606061,23.71848587515999,22.753562222869913,15.500991068485915,9.644414463416473
4952424242.424243,11.396965720071668,7.643204166927273,21.686909425642142,11.886793352792575
5164242424.242424,22.70873494145432,25.36488803554626,36.28280908680249,17.014252541349762
5376060606.060606,18.75416815319751,27.71719106238662,22.980830865923608,7.451468282414196
5517272727.272728,8.639912802409286,15.932457118585932,12.592402221327927,28.31334620144835
5729090909.090909,9.653162978065486,28.199820947003076,18.998538313436985,7.984173882197757
5940909090.909091,-8.978390127442747,4.043963080658783,21.134844062447176,8.22381835960697
6152727272.727273,-4.164934900758609,-8.225952277146446,-15.269798021819609,-17.856086782010745
6364545454.545455,7.493490135118705,18.411145431400687,7.466351138003545,-2.931095415840451
6505757575.757576,12.353625695983617,23.54050225387716,-8.977883878634277,-5.742130031177829
6717575757.575758,13.901821857442346,21.886300126010617,21.245936739591478,2.337581908362531
